,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
387,Kawhi Leonard,SF,28,LAC,56,56,32.4,9.3,19.9,.468,2.2,5.7,.380,7.2,14.2,.504,.523,6.2,7.0,.886,1.0,6.1,7.1,4.9,1.8,0.6,2.6,1.9,27.1
388,Meyers Leonard,C,27,MIA,49,49,20.1,2.4,4.6,.520,1.0,2.4,.429,1.3,2.1,.625,.635,0.3,0.5,.654,0.6,4.5,5.1,1.1,0.3,0.3,0.7,2.1,6.1
389,Caris LeVert,SG,25,BRK,44,30,29.5,6.7,16.0,.420,1.8,4.9,.367,4.9,11.1,.443,.476,3.1,4.4,.705,1.1,3.0,4.1,4.3,1.2,0.2,2.5,1.8,18.3
390,Damian Lillard,PG,29,POR,64,64,37.3,9.3,20.2,.459,4.0,10.0,.393,5.3,10.2,.523,.556,6.8,7.7,.884,0.5,3.8,4.3,8.0,1.0,0.3,3.0,1.7,29.3
391,Nassir Little,PF,19,POR,48,5,11.9,1.4,3.1,.430,0.3,1.2,.237,1.1,1.9,.554,.477,0.6,0.9,.636,0.6,1.6,2.3,0.5,0.3,0.3,0.3,1.5,3.6
392,Kevon Looney,C,23,GSW,20,4,13.1,1.5,4.0,.367,0.1,0.7,.071,1.4,3.3,.431,.373,0.5,0.6,.750,1.4,1.9,3.3,1.0,0.6,0.3,0.6,1.7,3.4
393,Brook Lopez,C,31,MIL,65,64,26.9,4.2,9.8,.430,1.4,4.7,.306,2.8,5.0,.546,.504,1.8,2.2,.825,0.8,3.8,4.6,1.5,0.7,2.5,1.0,2.4,11.7
394,Robin Lopez,C,31,MIL,63,5,14.3,2.3,4.5,.504,0.5,1.6,.340,1.7,2.9,.593,.564,0.4,0.7,.556,0.8,1.5,2.4,0.7,0.2,0.7,1.0,1.4,5.4
395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Kevin Love,PF,31,CLE,56,56,31.8,5.8,13.0,.450,2.6,7.0,.374,3.2,6.0,.537,.550,3.3,3.9,.854,1.0,8.8,9.8,3.2,0.6,0.3,2.5,1.6,17.6
397,Kyle Lowry,PG,33,TOR,57,57,36.4,5.8,13.9,.414,2.9,8.1,.353,2.9,5.8,.500,.517,5.1,5.9,.862,0.6,4.5,5.1,7.5,1.4,0.5,3.1,3.3,19.4
398,Timothé Luwawu-Cabarrot,SG,24,BRK,45,1,17.7,2.3,5.4,.418,1.2,3.2,.371,1.1,2.2,.485,.527,1.4,1.7,.844,0.6,1.9,2.5,0.6,0.4,0.2,0.7,2.2,7.2
399,Trey Lyles,PF,24,SAS,63,53,20.2,2.4,5.4,.446,1.0,2.7,.387,1.4,2.8,.503,.541,0.5,0.7,.733,1.1,4.6,5.7,1.1,0.4,0.4,0.6,1.6,6.4
400,Daryl Macon,SG,24,MIA,4,0,3.5,0.3,0.8,.333,0.3,0.5,.500,0.0,0.3,.000,.500,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.3,0.8
401,J.P. Macura,SG,24,CLE,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,Josh Magette,PG,30,ORL,8,0,4.8,0.6,1.9,.333,0.1,0.5,.250,0.5,1.4,.364,.367,0.1,0.3,.500,0.1,0.6,0.8,0.6,0.4,0.1,0.6,0.5,1.5
403,Ian Mahinmi,C,33,WAS,38,35,21.3,2.7,5.5,.495,0.1,0.7,.192,2.6,4.8,.538,.507,1.8,3.0,.619,2.1,3.7,5.7,1.3,0.8,1.2,1.2,3.0,7.4
404,Thon Maker,C,22,DET,60,14,12.9,1.6,3.2,.482,0.4,1.1,.344,1.2,2.2,.550,.539,1.2,1.8,.664,0.9,1.9,2.8,0.7,0.4,0.7,0.8,1.7,4.7
405,Terance Mann,SG,23,LAC,39,6,8.2,0.7,1.7,.433,0.2,0.4,.353,0.6,1.3,.460,.478,0.3,0.4,.714,0.2,0.9,1.0,1.1,0.2,0.1,0.4,1.1,1.9
406,Boban Marjanović,C,31,DAL,41,3,8.8,2.5,4.5,.562,0.1,0.4,.267,2.4,4.1,.588,.573,0.9,1.2,.740,1.4,2.6,4.1,0.4,0.2,0.2,0.6,1.3,6.1
407,Lauri Markkanen,PF,22,CHI,50,50,29.8,5.0,11.8,.425,2.2,6.3,.344,2.8,5.5,.518,.517,2.5,3.1,.824,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9,14.7
408,Caleb Martin,SF,24,CHO,18,1,17.6,2.1,4.7,.440,1.1,2.1,.541,0.9,2.6,.362,.560,0.9,1.2,.810,0.6,1.6,2.1,1.3,0.7,0.4,0.8,1.8,6.2
409,Cody Martin,SF,24,CHO,48,3,18.8,1.9,4.3,.430,0.4,1.6,.234,1.5,2.7,.546,.473,0.9,1.4,.646,0.8,2.5,3.3,2.0,0.8,0.2,0.9,1.6,5.0
410,Jeremiah Martin,PG,23,BRK,7,0,9.0,2.1,5.1,.417,0.6,2.0,.286,1.6,3.1,.500,.472,0.6,0.9,.667,0.1,1.0,1.1,1.4,0.6,0.3,0.4,0.6,5.4
411,Kelan Martin,SF,24,MIN,31,4,16.0,2.3,5.8,.392,0.8,3.1,.260,1.5,2.7,.541,.461,1.0,1.0,.968,0.4,2.7,3.1,0.7,0.2,0.3,0.6,1.6,6.4
412,Frank Mason III,PG,25,MIL,7,0,10.1,1.3,4.0,.321,0.3,1.9,.154,1.0,2.1,.467,.357,0.7,1.1,.625,0.4,1.0,1.4,2.1,0.3,0.0,1.3,0.9,3.6
413,Garrison Mathews,SG,23,WAS,18,0,12.6,1.3,3.1,.429,1.1,2.6,.413,0.3,0.6,.500,.598,1.7,1.9,.912,0.3,1.0,1.3,0.6,0.4,0.1,0.4,1.8,5.4
414,Wesley Matthews,SG,33,MIL,66,66,24.7,2.5,6.4,.397,1.6,4.5,.365,0.9,1.9,.472,.525,0.8,1.0,.765,0.3,2.2,2.5,1.4,0.6,0.1,0.7,1.6,7.5
415,Luc Mbah a Moute,F,33,HOU,1,0,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Patrick McCaw,SF,24,TOR,37,12,24.5,1.8,4.4,.414,0.6,1.9,.324,1.2,2.5,.484,.485,0.4,0.5,.722,0.5,1.8,2.3,2.1,1.1,0.1,0.8,1.6,4.6
418,CJ McCollum,SG,28,POR,68,68,36.4,8.8,19.4,.454,2.8,7.4,.385,6.0,12.1,.496,.527,1.9,2.6,.747,0.6,3.6,4.3,4.4,0.8,0.6,1.8,2.6,22.4
419,T.J. McConnell,PG,27,IND,68,3,18.7,3.0,5.7,.518,0.1,0.2,.313,2.9,5.5,.527,.524,0.5,0.6,.850,0.5,2.1,2.6,5.0,0.8,0.2,1.4,1.0,6.5
420,Jalen McDaniels,PF,22,CHO,16,0,18.3,2.1,4.4,.471,0.6,1.5,.375,1.5,2.9,.522,.536,0.9,1.1,.824,0.9,3.1,4.1,0.8,0.5,0.2,0.7,2.3,5.6
421,Doug McDermott,PF,28,IND,66,0,19.8,3.8,7.8,.485,1.8,4.2,.433,2.0,3.6,.546,.601,0.7,0.8,.833,0.4,2.1,2.5,1.1,0.2,0.1,0.6,1.7,10.0
422,JaVale McGee,C,32,LAL,66,66,16.6,2.9,4.5,.638,0.0,0.1,.500,2.8,4.4,.640,.643,0.8,1.2,.638,1.8,3.9,5.7,0.5,0.5,1.4,0.8,2.4,6.6
423,Rodney McGruder,SG,28,LAC,54,3,14.9,1.3,3.1,.411,0.4,1.6,.274,0.9,1.6,.548,.479,0.3,0.5,.536,0.5,2.1,2.5,0.6,0.4,0.1,0.4,1.4,3.3
424,Alfonzo McKinnie,SF,27,CLE,40,1,14.8,1.8,4.3,.427,0.4,1.6,.215,1.5,2.7,.557,.468,0.6,0.8,.710,0.9,1.9,2.8,0.4,0.6,0.2,0.7,1.8,4.6
425,Jordan McLaughlin,PG,23,MIN,30,2,19.7,2.9,5.9,.489,1.0,2.5,.382,1.9,3.4,.569,.570,0.9,1.3,.667,0.2,1.4,1.6,4.2,1.1,0.1,1.0,1.0,7.6
426,Ben McLemore,SG,26,HOU,68,21,22.8,3.4,7.6,.452,2.6,6.3,.406,0.9,1.3,.678,.620,0.7,1.0,.754,0.3,1.9,2.2,0.8,0.6,0.2,0.7,2.2,10.1
427,Jordan McRae,SG,28,TOT,37,4,21.2,4.0,9.9,.407,1.2,3.4,.357,2.8,6.5,.433,.469,2.2,2.9,.761,0.5,2.9,3.4,2.5,0.6,0.4,1.2,2.0,11.5
428,Jordan McRae,SG,28,WAS,29,4,22.6,4.6,10.9,.420,1.4,3.7,.377,3.2,7.3,.441,.483,2.2,2.9,.771,0.6,3.0,3.6,2.8,0.7,0.5,1.3,2.1,12.8
429,Jordan McRae,SG,28,DEN,4,0,8.0,0.5,1.5,.333,0.5,1.0,.500,0.0,0.5,.000,.500,0.8,1.0,.750,0.3,1.0,1.3,1.0,0.5,0.3,0.0,0.5,2.3
430,Jordan McRae,SG,28,DET,4,0,24.5,3.5,10.8,.326,0.8,4.0,.188,2.8,6.8,.407,.360,4.0,5.5,.727,0.0,3.8,3.8,1.8,0.0,0.0,1.3,2.5,11.8
431,Nicolò Melli,C,29,NOP,58,6,17.1,2.3,5.3,.433,1.2,3.4,.345,1.1,1.9,.591,.544,0.9,1.2,.735,0.7,2.3,2.9,1.4,0.6,0.4,0.8,2.1,6.6
432,De'Anthony Melton,PG,21,MEM,58,8,19.6,2.7,6.7,.406,0.7,2.3,.291,2.1,4.4,.467,.456,1.6,2.1,.773,0.7,3.0,3.7,2.9,1.3,0.3,1.4,1.8,7.7
433,Chimezie Metu,PF,22,SAS,16,0,4.6,1.3,2.2,.571,0.0,0.1,.000,1.3,2.1,.588,.571,0.4,0.5,.750,0.6,1.0,1.6,0.4,0.1,0.3,0.3,0.3,2.9
434,Khris Middleton,SF,28,MIL,60,57,30.1,7.7,15.4,.499,2.5,5.9,.419,5.2,9.5,.548,.579,3.3,3.6,.917,0.7,5.5,6.2,4.3,0.9,0.1,2.2,2.3,21.1
435,Eric Mika,PF,25,SAC,1,0,19.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,2.0,1.000,2.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0
436,C.J. Miles,SG,32,WAS,10,0,16.1,1.9,5.9,.322,1.1,3.5,.314,0.8,2.4,.333,.415,1.5,2.0,.750,0.4,0.8,1.2,1.2,1.0,0.4,0.4,1.4,6.4
437,Malcolm Miller,SF,26,TOR,26,1,4.8,0.3,0.9,.333,0.2,0.7,.316,0.1,0.2,.400,.458,0.1,0.3,.375,0.0,0.5,0.5,0.3,0.2,0.1,0.1,0.5,1.0
438,Patty Mills,PG,31,SAS,66,1,22.5,3.9,9.1,.431,2.3,6.1,.382,1.6,3.0,.533,.560,1.5,1.7,.866,0.3,1.3,1.6,1.8,0.8,0.1,0.8,1.6,11.6
439,Paul Millsap,PF,34,DEN,48,45,24.5,4.2,8.7,.480,1.1,2.5,.429,3.1,6.2,.500,.541,2.3,2.9,.818,1.9,3.9,5.9,1.6,0.9,0.6,1.4,3.0,11.7
440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Shake Milton,SG,23,PHI,37,21,19.8,3.4,6.7,.498,1.4,3.3,.438,1.9,3.5,.555,.604,1.3,1.7,.778,0.4,1.8,2.2,2.5,0.5,0.2,1.2,2.2,9.5
442,Donovan Mitchell,SG,23,UTA,68,68,34.6,8.8,19.7,.448,2.5,6.9,.362,6.3,12.8,.494,.512,4.1,4.7,.863,0.8,3.6,4.4,4.3,1.0,0.2,2.7,2.5,24.2
443,Naz Mitrou-Long,SG,26,IND,4,0,11.3,1.5,4.3,.353,0.5,3.0,.167,1.0,1.3,.800,.412,0.0,0.0,,0.0,1.8,1.8,1.8,0.3,0.3,0.5,0.3,3.5
444,Adam Mokoka,SG,21,CHI,11,0,10.2,1.1,2.5,.429,0.5,1.4,.400,0.5,1.2,.462,.536,0.2,0.4,.500,0.6,0.3,0.9,0.4,0.4,0.0,0.2,1.5,2.9
445,Malik Monk,SG,21,CHO,55,1,21.3,3.9,8.9,.434,1.1,3.7,.284,2.8,5.2,.542,.494,1.5,1.8,.820,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,10.3
446,Matt Mooney,SG,22,CLE,4,0,4.8,0.3,1.0,.250,0.0,0.5,.000,0.3,0.5,.500,.250,0.0,0.0,,0.0,0.8,0.8,0.3,0.5,0.3,0.0,0.3,0.5
447,E'Twaun Moore,SG,30,NOP,55,5,18.1,3.3,7.7,.423,1.1,3.0,.380,2.1,4.7,.450,.496,0.5,0.8,.674,0.5,1.8,2.3,1.4,0.6,0.2,0.7,1.5,8.2
448,Ja Morant,PG,20,MEM,65,65,30.7,6.7,14.0,.480,0.9,2.6,.345,5.8,11.3,.511,.512,3.5,4.5,.777,0.7,3.0,3.7,7.2,0.9,0.2,3.2,1.6,17.8
449,Juwan Morgan,PF,22,UTA,20,0,5.7,0.6,1.1,.545,0.2,0.4,.375,0.5,0.7,.643,.614,0.2,0.2,.750,0.4,0.9,1.3,0.3,0.0,0.1,0.3,0.7,1.5
450,Marcus Morris,SF-PF,30,TOT,61,61,31.2,5.8,13.1,.440,2.3,5.6,.413,3.5,7.5,.460,.528,3.0,3.6,.823,1.0,4.0,5.0,1.4,0.8,0.5,1.6,2.9,16.8
451,Marcus Morris,SF,30,NYK,43,43,32.3,6.5,14.8,.442,2.7,6.1,.439,3.8,8.7,.444,.533,3.8,4.6,.823,1.1,4.3,5.4,1.4,0.8,0.4,1.7,3.0,19.6
452,Marcus Morris,PF,30,LAC,18,18,28.8,3.9,9.1,.433,1.4,4.3,.325,2.6,4.8,.529,.509,1.0,1.2,.818,0.6,3.4,4.1,1.4,0.7,0.7,1.3,2.7,10.3
453,Markieff Morris,PF,30,TOT,56,16,20.5,3.5,7.9,.439,1.5,3.9,.374,2.0,4.0,.502,.532,1.2,1.5,.776,0.7,3.0,3.7,1.4,0.6,0.3,1.4,2.3,9.6
454,Markieff Morris,PF,30,DET,44,16,22.5,4.0,8.8,.450,1.7,4.3,.397,2.3,4.5,.500,.546,1.4,1.8,.772,0.5,3.4,3.9,1.6,0.6,0.3,1.6,2.4,11.0
455,Markieff Morris,PF,30,LAL,12,0,13.4,1.7,4.6,.364,0.6,2.5,.233,1.1,2.1,.520,.427,0.4,0.5,.833,1.1,1.7,2.8,0.6,0.4,0.5,0.5,2.1,4.3
456,Monte Morris,PG,24,DEN,70,12,22.3,3.6,7.6,.465,0.8,2.3,.367,2.7,5.4,.507,.520,1.0,1.2,.840,0.3,1.5,1.8,3.5,0.8,0.2,0.7,1.0,8.9
457,Johnathan Motley,PF,24,LAC,13,0,3.2,0.8,1.2,.733,0.1,0.1,1.000,0.8,1.1,.714,.767,0.4,0.5,.714,0.2,0.5,0.8,0.6,0.2,0.0,0.4,0.5,2.2
458,Emmanuel Mudiay,PG,23,UTA,53,2,15.5,2.7,5.9,.460,0.5,1.6,.337,2.2,4.4,.504,.505,1.2,1.6,.759,0.3,2.0,2.3,2.1,0.4,0.2,1.4,1.3,7.2
459,Mychal Mulder,SG,25,GSW,7,3,29.1,3.7,9.6,.388,2.3,7.4,.308,1.4,2.1,.667,.507,1.3,1.7,.750,0.4,2.9,3.3,1.1,0.3,0.1,0.7,2.9,11.0
460,Dejounte Murray,PG,23,SAS,64,56,25.3,4.4,9.6,.463,0.6,1.7,.377,3.8,7.9,.481,.496,1.4,1.8,.795,1.1,4.7,5.7,4.0,1.7,0.3,1.8,2.2,10.9
461,Jamal Murray,PG,22,DEN,56,56,32.9,7.1,15.6,.454,1.9,5.6,.343,5.1,10.0,.515,.515,2.8,3.2,.878,0.8,3.3,4.1,4.9,1.1,0.3,2.3,1.8,18.9
462,Džanan Musa,SF,20,BRK,39,0,11.6,1.5,4.0,.376,0.4,1.8,.239,1.1,2.2,.488,.430,1.0,1.3,.769,0.5,1.5,2.1,0.9,0.4,0.0,0.8,0.7,4.5
463,Mike Muscala,C,28,OKC,44,1,11.9,1.6,3.9,.405,1.1,3.0,.369,0.5,1.0,.512,.543,0.4,0.5,.818,0.3,1.9,2.2,0.8,0.2,0.3,0.4,1.3,4.7
464,Sviatoslav Mykhailiuk,SF,22,DET,56,27,22.6,3.0,7.2,.410,2.1,5.1,.404,0.9,2.1,.425,.552,1.0,1.3,.814,0.3,1.6,1.9,1.9,0.7,0.1,1.1,1.6,9.0
465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Abdel Nader,SF,26,OKC,53,5,15.5,2.1,4.6,.457,0.8,2.2,.364,1.3,2.4,.543,.545,0.9,1.2,.769,0.3,1.5,1.8,0.7,0.4,0.4,0.7,1.3,6.0
467,Larry Nance Jr.,C,27,CLE,56,10,26.3,4.1,7.7,.531,1.0,2.8,.352,3.1,4.9,.636,.596,0.9,1.3,.676,1.9,5.4,7.3,2.2,1.0,0.4,1.1,1.6,10.1
468,Shabazz Napier,PG,28,TOT,56,32,24.0,3.4,8.1,.412,1.4,4.3,.317,2.0,3.9,.519,.496,2.3,2.7,.824,0.5,2.4,2.8,4.7,1.2,0.2,2.3,1.8,10.3
469,Shabazz Napier,PG,28,MIN,36,22,23.8,3.2,7.9,.403,1.3,4.4,.296,1.9,3.4,.540,.486,2.0,2.4,.818,0.5,2.6,3.1,5.2,1.1,0.2,2.1,1.7,9.6
470,Shabazz Napier,PG,28,WAS,20,10,24.4,3.7,8.7,.428,1.5,4.1,.358,2.3,4.6,.489,.512,2.7,3.3,.831,0.5,2.0,2.4,3.8,1.5,0.2,2.6,2.0,11.6
471,Raul Neto,PG,27,PHI,51,3,11.7,1.6,3.5,.453,0.5,1.4,.389,1.1,2.1,.495,.530,0.6,0.7,.857,0.2,0.9,1.1,1.6,0.5,0.1,0.9,0.9,4.4
472,Malik Newman,SG,22,CLE,1,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
473,Georges Niang,PF,26,UTA,64,1,13.8,2.1,4.8,.430,1.3,3.3,.390,0.8,1.5,.521,.565,0.3,0.3,.864,0.2,1.7,1.9,0.6,0.3,0.1,0.5,1.2,5.7
474,Joakim Noah,C,34,LAC,3,0,6.3,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,1.7,2.0,.833,1.3,2.0,3.3,0.7,0.0,0.3,0.7,2.3,1.7
475,Nerlens Noel,C,25,OKC,59,7,18.5,3.1,4.5,.680,0.0,0.1,.333,3.1,4.5,.684,.682,1.3,1.8,.760,1.5,3.5,4.9,0.9,1.0,1.5,1.0,2.7,7.5
476,Zach Norvell,SG,22,TOT,5,0,8.2,0.6,2.4,.250,0.6,1.6,.375,0.0,0.8,.000,.375,0.2,0.2,1.000,0.0,1.2,1.2,0.6,0.4,0.0,0.6,0.8,2.0
477,Zach Norvell,SG,22,LAL,2,0,2.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
478,Zach Norvell,SG,22,GSW,3,0,12.0,1.0,3.7,.273,1.0,2.7,.375,0.0,1.0,.000,.409,0.3,0.3,1.000,0.0,1.7,1.7,1.0,0.7,0.0,1.0,1.3,3.3
479,Jaylen Nowell,SG,20,MIN,15,0,10.1,1.3,3.5,.358,0.2,1.7,.115,1.1,1.8,.593,.387,1.1,1.1,.941,0.2,0.7,0.9,1.3,0.2,0.1,0.2,0.7,3.8
480,Frank Ntilikina,PG,21,NYK,57,26,20.8,2.3,5.8,.393,0.8,2.4,.321,1.5,3.4,.444,.459,0.9,1.0,.864,0.4,1.7,2.1,3.0,0.9,0.3,1.2,2.5,6.3
481,Kendrick Nunn,SG,24,MIA,66,66,29.2,6.0,13.4,.443,2.1,5.8,.356,3.9,7.7,.509,.520,1.2,1.4,.840,0.3,2.4,2.7,3.3,0.8,0.2,1.7,2.3,15.2
482,Jusuf Nurkić,C,25,POR,6,6,31.8,6.7,13.8,.482,0.3,1.5,.222,6.3,12.3,.514,.494,5.2,5.7,.912,3.0,7.5,10.5,4.8,1.3,2.5,2.7,4.7,18.8
483,David Nwaba,SF,27,BRK,20,0,13.4,1.9,3.6,.521,0.6,1.4,.429,1.3,2.2,.581,.606,0.9,1.4,.667,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2
484,Royce O'Neale,PF,26,UTA,69,60,29.3,2.3,5.2,.440,1.3,3.5,.385,0.9,1.7,.551,.569,0.6,0.8,.764,0.4,5.2,5.6,2.6,0.8,0.4,0.9,2.9,6.5
485,Kyle O'Quinn,C,29,PHI,27,1,9.8,1.3,2.7,.473,0.3,0.9,.280,1.0,1.8,.571,.520,0.4,0.7,.526,1.2,2.5,3.7,1.3,0.2,0.8,0.7,1.3,3.2
486,Semi Ojeleye,PF,25,BOS,67,5,14.6,1.1,2.7,.410,0.7,1.8,.378,0.4,1.0,.469,.533,0.4,0.4,.862,0.4,1.7,2.0,0.5,0.3,0.1,0.2,1.2,3.3
487,Jahlil Okafor,C,24,NOP,28,9,15.1,3.1,5.1,.611,0.0,0.1,.500,3.1,5.1,.613,.615,1.3,2.1,.638,1.6,2.6,4.3,1.3,0.3,0.7,1.3,2.3,7.6
488,Elie Okobo,PG,22,PHO,54,3,13.1,1.3,3.4,.398,0.5,1.3,.352,0.9,2.0,.427,.467,0.9,1.2,.687,0.3,1.3,1.6,2.1,0.4,0.1,0.7,1.0,4.0
489,Josh Okogie,SG,21,MIN,62,28,25.0,2.7,6.4,.427,0.7,2.5,.266,2.1,3.9,.529,.479,2.5,3.1,.796,1.4,2.9,4.3,1.6,1.1,0.4,1.4,2.2,8.6
490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,KZ Okpala,SF,20,MIA,5,0,5.2,0.6,1.0,.600,0.0,0.2,.000,0.6,0.8,.750,.600,0.2,0.4,.500,0.2,0.8,1.0,0.2,0.4,0.2,0.2,0.4,1.4
492,Victor Oladipo,SG,27,IND,17,14,27.2,5.1,12.4,.408,1.6,5.1,.322,3.4,7.3,.468,.474,2.6,3.3,.804,0.5,3.2,3.8,2.9,0.9,0.2,2.2,1.9,14.4
493,Kelly Olynyk,C,28,MIA,64,8,19.3,2.7,5.8,.470,1.4,3.4,.422,1.3,2.4,.539,.594,1.3,1.5,.866,0.7,3.8,4.5,1.8,0.7,0.3,1.1,2.6,8.2
494,Miye Oni,SG,22,UTA,8,1,7.1,0.8,2.0,.375,0.5,1.1,.444,0.3,0.9,.286,.500,0.5,0.6,.800,0.5,1.1,1.6,0.1,0.4,0.1,0.3,0.4,2.5
495,Cedi Osman,SF,24,CLE,65,65,29.4,4.1,9.4,.437,1.9,4.9,.383,2.2,4.4,.497,.538,1.0,1.4,.670,0.6,3.0,3.6,2.4,0.8,0.2,1.4,2.5,11.0
496,Kelly Oubre Jr.,SF,24,PHO,56,55,34.5,6.7,14.8,.452,1.9,5.5,.352,4.7,9.3,.511,.517,3.4,4.4,.780,1.2,5.3,6.4,1.5,1.3,0.7,1.5,3.4,18.7
497,Tariq Owens,PF,24,PHO,3,0,5.0,0.3,1.7,.200,0.0,0.7,.000,0.3,1.0,.333,.200,0.7,0.7,1.000,0.7,0.3,1.0,0.0,0.3,0.0,0.0,0.3,1.3
498,Jeremy Pargo,PG,33,GSW,3,0,14.7,3.7,7.3,.500,1.0,2.3,.429,2.7,5.0,.533,.568,0.0,0.3,.000,0.3,0.7,1.0,2.7,0.3,0.0,1.3,2.7,8.3
499,Jabari Parker,PF,24,TOT,36,23,24.3,5.7,11.5,.494,0.9,3.3,.265,4.8,8.2,.584,.531,1.7,2.2,.763,1.5,4.1,5.6,1.7,1.3,0.4,1.7,2.7,13.9
500,Jabari Parker,PF,24,ATL,32,23,26.2,6.2,12.3,.504,1.0,3.6,.270,5.2,8.7,.601,.543,1.7,2.3,.736,1.7,4.3,6.0,1.8,1.3,0.5,1.9,2.9,15.0
501,Jabari Parker,PF,24,SAC,4,0,9.0,1.5,5.0,.300,0.0,0.5,.000,1.5,4.5,.333,.300,2.0,2.0,1.000,0.3,2.5,2.8,0.8,0.8,0.0,0.0,0.8,5.0
502,Chandler Parsons,SF,31,ATL,5,0,10.8,1.0,3.6,.278,0.8,2.8,.286,0.2,0.8,.250,.389,0.0,0.0,,0.2,1.2,1.4,0.6,0.8,0.2,0.6,0.6,2.8
503,Eric Paschall,PF,23,GSW,60,26,27.6,5.3,10.7,.497,0.6,2.2,.287,4.7,8.5,.550,.526,2.7,3.5,.774,1.4,3.2,4.6,2.1,0.5,0.2,1.6,2.1,14.0
504,Anžejs Pasečņiks,C,24,WAS,26,0,16.0,2.2,4.1,.533,0.0,0.1,.000,2.2,4.0,.543,.533,1.2,2.1,.593,1.5,2.4,3.9,0.7,0.3,0.5,0.9,2.7,5.6
505,Patrick Patterson,PF,30,LAC,57,18,12.5,1.5,3.7,.413,1.1,2.8,.386,0.5,1.0,.491,.556,0.5,0.6,.811,0.6,1.8,2.4,0.7,0.1,0.1,0.3,0.8,4.7
506,Justin Patton,C,22,OKC,5,0,4.8,0.8,2.0,.400,0.2,0.8,.250,0.6,1.2,.500,.450,0.0,0.0,,0.2,0.8,1.0,0.4,0.0,0.0,0.4,0.8,1.8
507,Chris Paul,PG,34,OKC,68,68,31.8,6.3,12.7,.493,1.6,4.4,.372,4.7,8.4,.556,.557,3.6,3.9,.903,0.4,4.6,5.0,6.8,1.6,0.2,2.3,2.3,17.7
508,Cameron Payne,PG,25,PHO,5,0,20.4,4.2,8.4,.500,1.8,3.6,.500,2.4,4.8,.500,.607,0.0,0.0,,0.4,3.2,3.6,2.8,1.0,0.4,1.4,2.2,10.2
509,Elfrid Payton,PG,25,NYK,45,36,27.7,4.3,9.8,.439,0.3,1.5,.203,4.0,8.2,.482,.455,1.1,1.9,.570,1.2,3.6,4.7,7.2,1.6,0.4,2.1,2.0,10.0
510,Gary Payton II,PG,27,WAS,29,17,14.9,1.7,4.0,.414,0.4,1.6,.283,1.2,2.4,.500,.470,0.1,0.3,.500,0.9,1.9,2.8,1.7,1.1,0.2,0.7,1.9,3.9
511,Norvel Pelle,C,26,PHI,21,0,8.9,0.9,1.7,.500,0.0,0.0,,0.9,1.7,.500,.500,0.3,0.7,.500,0.8,2.2,3.0,0.3,0.1,1.2,0.7,2.0,2.0
512,Theo Pinson,SG,24,BRK,33,0,11.1,1.4,4.7,.290,0.5,2.4,.188,0.9,2.3,.400,.339,0.5,0.5,.938,0.3,1.3,1.6,1.7,0.5,0.1,1.0,1.1,3.6
513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Mason Plumlee,C,29,DEN,58,1,17.1,2.9,4.7,.615,0.0,0.1,.000,2.9,4.6,.626,.615,1.4,2.6,.533,1.6,3.7,5.3,2.5,0.5,0.6,1.3,2.3,7.1
